competitor,matched_osm_values,store_name,osm_type,osm_id,latitude,longitude,postcode,city,street,nearest_hilti_store,nearest_hilti_city,distance_to_nearest_hilti_km,threat_band,osm_source_url,data_source,retrieved_utc
B&Q TradePoint,TradePoint | B&Q TradePoint,TradePoint,node,5357958064,51.4316337,-0.0328412,,,,Hilti Store Southwark,London,9.38,5-10 km metro overlap,https://www.openstreetmap.org/node/5357958064,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
B&Q TradePoint,TradePoint | B&Q TradePoint,TradePoint,node,13691314142,51.5323649,0.1103514,,,,Hilti Store Edmonton,London,14.07,10-25 km regional catchment,https://www.openstreetmap.org/node/13691314142,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
B&Q TradePoint,TradePoint | B&Q TradePoint,TradePoint,node,7996764010,53.586713,-2.4275844,,,,Hilti Store Manchester,Manchester,16.43,10-25 km regional catchment,https://www.openstreetmap.org/node/7996764010,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
B&Q TradePoint,TradePoint | B&Q TradePoint,TradePoint,node,9955625907,51.2486124,-0.5805254,GU1 1AJ,Guildford,Europa Park Road,Hilti Store Southwark,London,43.73,25+ km lower direct store threat,https://www.openstreetmap.org/node/9955625907,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
B&Q TradePoint,TradePoint | B&Q TradePoint,TradePoint,node,13522690773,53.3712739,-1.462791,,,,Hilti Store Manchester,Manchester,55.25,25+ km lower direct store threat,https://www.openstreetmap.org/node/13522690773,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
B&Q TradePoint,TradePoint | B&Q TradePoint,TradePoint,node,6790760424,51.6446704,-3.9326775,,,,Hilti Store Cardiff,Cardiff,56.97,25+ km lower direct store threat,https://www.openstreetmap.org/node/6790760424,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
B&Q TradePoint,TradePoint | B&Q TradePoint,TradePoint,way,1130560444,53.7087835,-1.336365,,,,Hilti Store Manchester,Manchester,67.86,25+ km lower direct store threat,https://www.openstreetmap.org/way/1130560444,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
B&Q TradePoint,TradePoint | B&Q TradePoint,TradePoint,way,533922841,53.1329768,-1.2377414,,,,Hilti Store Manchester,Manchester,78.66,25+ km lower direct store threat,https://www.openstreetmap.org/way/533922841,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
B&Q TradePoint,TradePoint | B&Q TradePoint,TradePoint,node,13274791928,51.776608,-1.4933232,OX28 4GF,Witney,Thorney Leys Park,Hilti Store Birmingham,Birmingham,83.86,25+ km lower direct store threat,https://www.openstreetmap.org/node/13274791928,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
B&Q TradePoint,TradePoint | B&Q TradePoint,TradePoint,node,8258515712,51.7548159,-1.2951073,,,,Hilti Store Southwark,London,86.95,25+ km lower direct store threat,https://www.openstreetmap.org/node/8258515712,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
B&Q TradePoint,TradePoint | B&Q TradePoint,TradePoint,node,10686860583,50.7081707,-1.2972987,,,,Hilti Store Southwark,London,121.67,25+ km lower direct store threat,https://www.openstreetmap.org/node/10686860583,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,node,7679905418,51.468975,-0.0636591,SE15 3SU,London,Blackpool Road,Hilti Store Southwark,London,4.73,2-5 km strong urban overlap,https://www.openstreetmap.org/node/7679905418,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,way,419548759,51.5639804,-0.0299488,,,,Hilti Store Edmonton,London,5.54,5-10 km metro overlap,https://www.openstreetmap.org/way/419548759,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,node,12310300179,51.3817368,-0.0153974,BR4 0EH,West Wickham,Station Approach,Hilti Store Southwark,London,14.88,10-25 km regional catchment,https://www.openstreetmap.org/node/12310300179,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,way,967231144,51.4644107,0.1325003,,,,Hilti Store Southwark,London,16.81,10-25 km regional catchment,https://www.openstreetmap.org/way/967231144,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,node,7880483241,53.5868343,-2.4537482,,,,Hilti Store Manchester,Manchester,17.51,10-25 km regional catchment,https://www.openstreetmap.org/node/7880483241,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,relation,6184816,52.6036803,-1.6737677,B77 5BY,Tamworth,Magnus,Hilti Store Birmingham,Birmingham,19.29,10-25 km regional catchment,https://www.openstreetmap.org/relation/6184816,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,way,286613922,52.3042291,-1.9384058,,,,Hilti Store Birmingham,Birmingham,20.96,10-25 km regional catchment,https://www.openstreetmap.org/way/286613922,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,way,33544965,53.4881059,-2.6649154,,Ashton-in-Makerfield,Gibbon's Road,Hilti Store Liverpool,Liverpool,21.57,10-25 km regional catchment,https://www.openstreetmap.org/way/33544965,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,node,1390244262,52.5283954,-1.4631394,,,,Hilti Store Birmingham,Birmingham,29.18,25+ km lower direct store threat,https://www.openstreetmap.org/node/1390244262,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,way,336820481,52.1977866,-1.7152768,,,,Hilti Store Birmingham,Birmingham,34.63,25+ km lower direct store threat,https://www.openstreetmap.org/way/336820481,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,way,1218974904,52.7793975,-1.5915478,DE11 0TX,Swadlincote,Park Road,Hilti Store Birmingham,Birmingham,37.92,25+ km lower direct store threat,https://www.openstreetmap.org/way/1218974904,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,way,198478908,51.4447923,-2.4990727,BS30 7ER,Bristol,Aldermoor Way,Hilti Store Cardiff,Cardiff,45.58,25+ km lower direct store threat,https://www.openstreetmap.org/way/198478908,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,way,292294671,52.0802696,-1.9474881,,,,Hilti Store Birmingham,Birmingham,45.78,25+ km lower direct store threat,https://www.openstreetmap.org/way/292294671,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,way,133613234,53.0770706,-2.5175694,CW5 6RG,Nantwich,Beam Heath Way,Hilti Store Manchester,Manchester,46.18,25+ km lower direct store threat,https://www.openstreetmap.org/way/133613234,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,way,398355980,50.9660349,-3.2482427,,,,Hilti Store Cardiff,Cardiff,56.94,25+ km lower direct store threat,https://www.openstreetmap.org/way/398355980,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,way,309564448,52.6942076,-1.0812594,,,,Hilti Store Birmingham,Birmingham,59.13,25+ km lower direct store threat,https://www.openstreetmap.org/way/309564448,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,way,304141564,53.2388706,-1.4283009,,,,Hilti Store Manchester,Manchester,62.03,25+ km lower direct store threat,https://www.openstreetmap.org/way/304141564,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,way,914629423,53.5929764,-1.3238074,,,,Hilti Store Manchester,Manchester,64.77,25+ km lower direct store threat,https://www.openstreetmap.org/way/914629423,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,way,814719242,52.9963226,-1.2795235,NG16 2TA,Nottingham,,Hilti Store Birmingham,Birmingham,69.66,25+ km lower direct store threat,https://www.openstreetmap.org/way/814719242,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,way,170105990,51.2720973,-1.0630359,,,,Hilti Store Southwark,London,71.53,25+ km lower direct store threat,https://www.openstreetmap.org/way/170105990,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,way,682623771,52.0426919,0.7524346,,,,Hilti Store Edmonton,London,72.84,25+ km lower direct store threat,https://www.openstreetmap.org/way/682623771,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,way,310276730,53.1213659,-1.3092447,,,,Hilti Store Manchester,Manchester,75.17,25+ km lower direct store threat,https://www.openstreetmap.org/way/310276730,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,node,11182036277,51.7262562,-1.1909342,,,,Hilti Store Southwark,London,79.15,25+ km lower direct store threat,https://www.openstreetmap.org/node/11182036277,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,node,11182036278,51.7260733,-1.1914307,,,,Hilti Store Southwark,London,79.18,25+ km lower direct store threat,https://www.openstreetmap.org/node/11182036278,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,way,941512165,52.4907176,-0.6763805,,,,Hilti Store Birmingham,Birmingham,82.16,25+ km lower direct store threat,https://www.openstreetmap.org/way/941512165,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,node,6296272128,51.3990597,-1.3079791,RG14 5SU,Newbury,Mandarin Court,Hilti Store Southwark,London,84.4,25+ km lower direct store threat,https://www.openstreetmap.org/node/6296272128,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,way,773641992,52.0533864,0.9635384,IP7 6BQ,Ipswich,Crockatt Road,Hilti Store Edmonton,London,85.0,25+ km lower direct store threat,https://www.openstreetmap.org/way/773641992,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,way,109610301,52.2979947,-0.6229305,NN10 6AR,Rushden,Northampton Road,Hilti Store Edmonton,London,85.82,25+ km lower direct store threat,https://www.openstreetmap.org/way/109610301,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,way,1007137746,55.4332323,-5.6146405,,Campbeltown,,Hilti Store Belfast,Belfast,91.91,25+ km lower direct store threat,https://www.openstreetmap.org/way/1007137746,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,way,160392355,50.6288936,-3.3830913,,,,Hilti Store Cardiff,Cardiff,95.4,25+ km lower direct store threat,https://www.openstreetmap.org/way/160392355,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,node,4064435266,53.9561337,-1.0665958,YO10 3ET,York,Charlotte Street,Hilti Store Manchester,Manchester,96.63,25+ km lower direct store threat,https://www.openstreetmap.org/node/4064435266,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,way,762356754,52.6532531,-0.4849762,,,,Hilti Store Birmingham,Birmingham,96.65,25+ km lower direct store threat,https://www.openstreetmap.org/way/762356754,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,way,534169660,52.6592704,0.1648957,,,,Hilti Store Edmonton,London,117.28,25+ km lower direct store threat,https://www.openstreetmap.org/way/534169660,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,way,426313075,55.6883194,-6.2232725,PA42 7DD,Glenegedale Lotts,,Hilti Store Belfast,Belfast,119.88,25+ km lower direct store threat,https://www.openstreetmap.org/way/426313075,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,node,1554347198,52.4335092,1.226427,,,,Hilti Store Edmonton,London,126.19,25+ km lower direct store threat,https://www.openstreetmap.org/node/1554347198,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
Buildbase,Buildbase,Buildbase,node,3926242221,58.209837,-6.3846706,,,,Hilti Store Glasgow,Glasgow,291.47,25+ km lower direct store threat,https://www.openstreetmap.org/node/3926242221,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,node,12140884163,55.8532632,-4.2760752,,,,Hilti Store Glasgow,Glasgow,0.11,0-2 km direct local threat,https://www.openstreetmap.org/node/12140884163,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,City Electrical Factors,way,75109497,52.4934419,-1.8907152,B6 4NF,Birmingham,Miller Street,Hilti Store Birmingham,Birmingham,0.34,0-2 km direct local threat,https://www.openstreetmap.org/way/75109497,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,node,13470467106,53.4761711,-2.2957758,,,,Hilti Store Manchester,Manchester,1.38,0-2 km direct local threat,https://www.openstreetmap.org/node/13470467106,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,City Electrical Factors,way,157016589,51.5218467,-0.0735715,E1 6SF,London,Grey Eagle Street,Hilti Store Southwark,London,2.76,2-5 km strong urban overlap,https://www.openstreetmap.org/way/157016589,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,City Electrical Factors,way,345791764,51.5186271,-0.1370628,W1T 3JA,London,Mortimer Street,Hilti Store Southwark,London,2.92,2-5 km strong urban overlap,https://www.openstreetmap.org/way/345791764,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,way,28555304,55.9349075,-3.1455827,,,,Hilti Store Edinburgh,Edinburgh,3.45,2-5 km strong urban overlap,https://www.openstreetmap.org/way/28555304,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,City Electrical Factors,node,4223731434,55.972302,-3.186447,,Edinburgh,Graham Street,Hilti Store Edinburgh,Edinburgh,3.45,2-5 km strong urban overlap,https://www.openstreetmap.org/node/4223731434,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,City Electrical Factors Ltd,way,89798387,51.4696701,-3.2066647,,,,Hilti Store Cardiff,Cardiff,3.61,2-5 km strong urban overlap,https://www.openstreetmap.org/way/89798387,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,node,11955446272,53.4722613,-2.2178095,M12 6DD,Manchester,Thames Industrial Estate,Hilti Store Manchester,Manchester,4.2,2-5 km strong urban overlap,https://www.openstreetmap.org/node/11955446272,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,City Electrical Factors,node,8180552065,51.4830714,-0.1861348,,London,Fulham Road,Hilti Store Southwark,London,6.3,5-10 km metro overlap,https://www.openstreetmap.org/node/8180552065,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,City Electrical Factors,node,5177104748,51.5356027,-0.0231876,,,,Hilti Store Southwark,London,6.45,5-10 km metro overlap,https://www.openstreetmap.org/node/5177104748,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,node,7310027794,51.5186145,-0.2251979,,London,Latimer Road,Hilti Store Southwark,London,8.69,5-10 km metro overlap,https://www.openstreetmap.org/node/7310027794,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,way,740817887,51.6189202,-0.1784402,N12 8QA,London,Finchley Industrial Centre,Hilti Store Edmonton,London,9.09,5-10 km metro overlap,https://www.openstreetmap.org/way/740817887,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,City Electrical Factors,way,102445936,52.5629416,-1.815415,B75 7BB,Sutton Coldfield,Norris Way,Hilti Store Birmingham,Birmingham,9.51,5-10 km metro overlap,https://www.openstreetmap.org/way/102445936,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,City Electrical Factors,node,4721922712,53.3966558,-2.3649718,,,,Hilti Store Manchester,Manchester,9.65,5-10 km metro overlap,https://www.openstreetmap.org/node/4721922712,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,cef,node,4573901191,55.8480945,-4.4347839,PA3 1TQ,,Underwood Road,Hilti Store Glasgow,Glasgow,10.03,10-25 km regional catchment,https://www.openstreetmap.org/node/4573901191,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,node,12818764502,53.5469559,-2.1983936,,,,Hilti Store Manchester,Manchester,10.38,10-25 km regional catchment,https://www.openstreetmap.org/node/12818764502,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,node,10961634090,53.5218909,-2.1416126,OL8 4RG,Oldham,Junction Trade Park,Hilti Store Manchester,Manchester,11.01,10-25 km regional catchment,https://www.openstreetmap.org/node/10961634090,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,City Electrical Factors,node,9213068915,53.4041246,-2.1516406,SK1 3EY,Stockport,Unity Way,Hilti Store Manchester,Manchester,11.08,10-25 km regional catchment,https://www.openstreetmap.org/node/9213068915,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,node,13031870496,55.9245737,-3.2997871,,,,Hilti Store Edinburgh,Edinburgh,11.35,10-25 km regional catchment,https://www.openstreetmap.org/node/13031870496,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,City Electrical Factors,way,680977678,52.5158458,-2.0667915,,,,Hilti Store Birmingham,Birmingham,12.31,10-25 km regional catchment,https://www.openstreetmap.org/way/680977678,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,City Electrical Factors,node,1921825236,51.4924236,0.0854864,,,,Hilti Store Southwark,London,13.03,10-25 km regional catchment,https://www.openstreetmap.org/node/1921825236,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,node,6582885239,51.4106595,-0.2328157,,,,Hilti Store Southwark,London,13.82,10-25 km regional catchment,https://www.openstreetmap.org/node/6582885239,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,City Electrical Factors,way,1288282017,51.5485468,0.1580069,,,,Hilti Store Edmonton,London,15.86,10-25 km regional catchment,https://www.openstreetmap.org/way/1288282017,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,node,11077295270,51.575307,-2.9656922,NP19 4PT,Newport,Langland Way,Hilti Store Cardiff,Cardiff,17.23,10-25 km regional catchment,https://www.openstreetmap.org/node/11077295270,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,node,10905431623,51.5914879,-0.3284465,,,,Hilti Store Southwark,London,18.43,10-25 km regional catchment,https://www.openstreetmap.org/node/10905431623,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,City Electrical Factors,node,4721822547,53.6225318,-2.1521941,,,,Hilti Store Manchester,Manchester,19.22,10-25 km regional catchment,https://www.openstreetmap.org/node/4721822547,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,node,11405661194,51.5949554,-0.3428088,,,,Hilti Store Southwark,London,19.48,10-25 km regional catchment,https://www.openstreetmap.org/node/11405661194,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,City Electrical Factors,way,414509088,52.6085014,-1.6770031,B77 5DU,Tamworth,Viking,Hilti Store Birmingham,Birmingham,19.48,10-25 km regional catchment,https://www.openstreetmap.org/way/414509088,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,node,13729784361,53.2498755,-3.1396377,,,,Hilti Store Liverpool,Liverpool,21.46,10-25 km regional catchment,https://www.openstreetmap.org/node/13729784361,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,way,1204518129,53.4012207,-2.5967561,WA2 8NT,Warrington,Kerfoot Street,Hilti Store Manchester,Manchester,22.19,10-25 km regional catchment,https://www.openstreetmap.org/way/1204518129,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,node,6595731273,52.3160348,-2.064389,,,,Hilti Store Birmingham,Birmingham,22.72,10-25 km regional catchment,https://www.openstreetmap.org/node/6595731273,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,City Electrical Factors,node,2902504940,52.2837416,-1.9045919,,,,Hilti Store Birmingham,Birmingham,23.0,10-25 km regional catchment,https://www.openstreetmap.org/node/2902504940,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,way,272378164,55.9044982,-3.4999936,,,,Hilti Store Edinburgh,Edinburgh,23.86,10-25 km regional catchment,https://www.openstreetmap.org/way/272378164,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,node,12537211707,51.5112193,-0.4624882,UB7 8HP,Yiewsley,Crown Trade Park,Hilti Store Southwark,London,24.98,10-25 km regional catchment,https://www.openstreetmap.org/node/12537211707,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,City Electrical Factors,node,3752996718,53.6426622,-2.9864111,PR8 6BT,Southport,Hart Street,Hilti Store Liverpool,Liverpool,25.68,25+ km lower direct store threat,https://www.openstreetmap.org/node/3752996718,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,way,235165836,52.407336,-1.5281983,,Coventry,Shakleton Road,Hilti Store Birmingham,Birmingham,26.19,25+ km lower direct store threat,https://www.openstreetmap.org/way/235165836,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,way,324046567,52.3425942,-1.5742559,CV8 1JJ,Kenilworth,Station Road,Hilti Store Birmingham,Birmingham,26.99,25+ km lower direct store threat,https://www.openstreetmap.org/way/324046567,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,City Electrical Factors,node,541142869,55.5979526,-4.4905335,KA1 3XL,Kilmarnock,Queens Drive,Hilti Store Glasgow,Glasgow,31.45,25+ km lower direct store threat,https://www.openstreetmap.org/node/541142869,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,node,7101483423,53.6627185,-2.6293132,,,,Hilti Store Manchester,Manchester,31.64,25+ km lower direct store threat,https://www.openstreetmap.org/node/7101483423,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,way,1339321082,51.8717249,0.1787385,CM23 5PJ,Bishop's Stortford,Raynham Close,Hilti Store Edmonton,London,32.74,25+ km lower direct store threat,https://www.openstreetmap.org/way/1339321082,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,City Electrical Factors,node,4500465921,54.8491913,-6.2581747,,,,Hilti Store Belfast,Belfast,33.29,25+ km lower direct store threat,https://www.openstreetmap.org/node/4500465921,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,way,1352798967,51.5827898,0.4452164,SS14 3GN,Basildon,Miles Gray Road,Hilti Store Edmonton,London,34.17,25+ km lower direct store threat,https://www.openstreetmap.org/way/1352798967,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,way,459579876,51.522646,-0.6269109,,,,Hilti Store Southwark,London,36.4,25+ km lower direct store threat,https://www.openstreetmap.org/way/459579876,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,City Electrical Factors,node,5423388683,56.1152708,-3.914268,FK7 7SW,Stirling,Cunningham Road,Hilti Store Glasgow,Glasgow,36.75,25+ km lower direct store threat,https://www.openstreetmap.org/node/5423388683,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,City Electrical Factors,way,295287115,53.3147129,-3.5002381,,,,Hilti Store Liverpool,Liverpool,37.15,25+ km lower direct store threat,https://www.openstreetmap.org/way/295287115,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,City Electrical Factors,node,4193517396,51.8774212,-0.403965,,Luton,Thistle Road,Hilti Store Edmonton,London,38.35,25+ km lower direct store threat,https://www.openstreetmap.org/node/4193517396,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,node,11057645869,53.6499089,-1.7790416,HD1 6DD,Huddersfield,Leeds Road,Hilti Store Manchester,Manchester,38.85,25+ km lower direct store threat,https://www.openstreetmap.org/node/11057645869,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,way,705395048,51.7423172,0.5033488,CM2 6TX,Chelmsford,Montrose Road,Hilti Store Edmonton,London,40.6,25+ km lower direct store threat,https://www.openstreetmap.org/way/705395048,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF Wrexham,way,893175285,53.0430381,-2.9888221,LL13 8DL,Wrexham,Rivulet Road,Hilti Store Liverpool,Liverpool,41.07,25+ km lower direct store threat,https://www.openstreetmap.org/way/893175285,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,node,13113179486,51.1315664,-0.1678171,,,,Hilti Store Southwark,London,41.7,25+ km lower direct store threat,https://www.openstreetmap.org/node/13113179486,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,node,7916582517,51.3933236,0.491045,,,,Hilti Store Southwark,London,42.89,25+ km lower direct store threat,https://www.openstreetmap.org/node/7916582517,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,node,11612978743,55.621022,-2.8170996,,,,Hilti Store Edinburgh,Edinburgh,43.04,25+ km lower direct store threat,https://www.openstreetmap.org/node/11612978743,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,way,705723592,52.73066,-1.3746029,,,,Hilti Store Birmingham,Birmingham,43.86,25+ km lower direct store threat,https://www.openstreetmap.org/way/705723592,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,City Electrical Factors,way,292305595,52.0808374,-1.9473958,,,St Richards Road,Hilti Store Birmingham,Birmingham,45.71,25+ km lower direct store threat,https://www.openstreetmap.org/way/292305595,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,node,13009675545,53.8753607,-2.3806169,,,,Hilti Store Manchester,Manchester,45.83,25+ km lower direct store threat,https://www.openstreetmap.org/node/13009675545,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
CEF,CEF | City Electrical Factors,CEF,node,8242630190,51.3256599,-0.7559873,,,,Hilti Store Southwark,London,49.53,25+ km lower direct store threat,https://www.openstreetmap.org/node/8242630190,OpenStreetMap via Overpass API exact brand/name selectors,2026-04-23
